column,R2,Pearson_r,RMSE,MAE,n_imputed,n_scored
0,0.5825171645007527,0.8525777891176605,0.1705947633038639,0.12038791226774037,270,270
1,-0.02540599460399351,0.04677559506979248,0.17217896986049985,0.13861295196767456,270,270
10,0.1297138157023099,0.6999300293201312,0.2579952411277883,0.17318984463077952,203,203
11,0.10826643759610477,0.3664420325084133,0.09706973649607559,0.03731552257586303,235,235
12,-0.04428973523222535,-0.03142308071488909,0.21035744681735666,0.14627418775055567,270,270
13,0.04053901141346883,0.26950532971824803,0.12188572702779393,0.061458924895732084,270,270
14,0.2703781145834051,0.6985621445573138,0.11880536902122547,0.0948865231184006,270,270
15,0.609006052572312,0.8038420042062138,0.10495221666733326,0.06675576269803053,270,270
16,0.4248961743947345,0.6987515824669183,0.09032764123887715,0.050436452173203375,102,102
17,-0.087108390539405,0.11037175284877751,0.012678068657618662,0.0060728564203214935,206,206
18,0.5249956331979131,0.8144822215399705,0.14926553514514712,0.11712391147109563,270,270
19,0.050848368542174116,0.35762013365792045,0.12435654860696008,0.05839084511741413,270,270
2,0.5973650610215673,0.8568663816819257,0.17116987199064573,0.1338289833456798,270,270
20,-0.031897157968354906,-0.047141043287254276,0.10648477227503488,0.07526370516450304,270,270
21,0.09623144505749492,0.5356647259370757,0.16964954945841176,0.09260021057359387,203,203
22,-0.0032933176141738407,0.012975597692657263,0.12477034434895871,0.07553660129943084,244,244
23,0.2406225041659914,0.6073880753859122,0.140531762902253,0.09315086692782397,270,270
24,-0.1989172993240258,0.6747485937023698,0.18467630627862341,0.15221464803567328,270,270
25,-0.6573325272347985,0.6491788179616966,0.189130726386918,0.15831665493807673,270,270
26,0.38689625805128636,0.7179350260304539,0.10197125627699091,0.057988315985704295,270,270
27,0.2774709427587868,0.7592456789115458,0.18277243845461116,0.1632590556540168,259,259
28,0.22974691193533647,0.6128005295270257,0.13360567507990329,0.1101359141161321,162,162
29,0.6405455351355733,0.8501849449005789,0.1351434460097001,0.098270331595781,270,270
3,-1.17217344114726,0.18587412392907335,0.21595040089875572,0.17347988312501783,270,270
30,-0.006486015007669765,0.1411542960077089,0.18161515012160276,0.12443392625565039,270,270
31,0.5062563593814684,0.8568920846570734,0.17354261589608255,0.1574558422285799,259,259
32,-0.08161583939910222,0.6428314692192245,0.08249802743466607,0.07173038389024762,131,131
33,0.0004557702112859552,0.24021059356168253,0.16117960678336993,0.13274645324047551,241,241
34,0.6982521990981996,0.8991216990436367,0.12720556455308218,0.08465575302289093,270,270
35,0.467532743423412,0.7206728810862901,0.12861960065918154,0.08743520876681964,270,270
36,-0.04317705183832321,-0.07692676080277258,0.09514510542781268,0.04969854770513186,270,270
37,-0.01235675844073314,-0.005240263317765025,0.12594905541474072,0.030713511595219112,270,270
38,-0.1224151808955889,0.017696754022131472,0.09455991342408365,0.06562708386019367,85,85
39,0.12300770777268721,0.5289766164087144,0.1656916025287236,0.10046813017984697,270,270
4,0.4868268885475886,0.7840783526728826,0.14874629369972922,0.09693048637016848,244,244
40,0.057518206797778415,0.24822252155821725,0.09150022589782704,0.06574735642157707,270,270
41,-0.029786954191668658,-0.09386356233231814,0.07185350534042559,0.04115851315262007,241,241
42,-2.1225691651216745,0.6528382624520936,0.3421148294578019,0.30791143812836774,270,270
43,-1.2000607342554135,0.3277141365257269,0.014345610758485632,0.010033108181610094,270,270
44,0.31719299464412465,0.8980998706201461,0.21384904570869856,0.17816609173416917,270,270
45,0.09925133908429673,0.3186800858219511,0.15329521142730604,0.08392020368923846,206,206
46,0.622863508701922,0.818765199154845,0.11655474177268002,0.07055113270974842,187,187
47,-0.010332548646848627,0.12721330967468608,0.09761894632714749,0.055406704646795556,235,235
48,0.48476844048903056,0.7597636707599773,0.11279979692055224,0.06569927513061308,231,231
49,0.6121024947144331,0.8722151973555801,0.12249086481959497,0.09307278955185647,270,270
5,0.4338867154423046,0.8150004947533628,0.1694999198509604,0.13994362873329316,270,270
50,0.7175169242276302,0.9231493707753938,0.11998690564889487,0.07268127558083014,137,137
51,-0.21212618082212176,0.20225565535573992,0.040374076914098,0.020697249975261407,270,270
52,-0.053119736680455,-0.13381984427619784,0.14874665548491484,0.12505451560409603,270,270
53,0.7319144853831989,0.8854032343598557,0.08222817005961192,0.06312796438363481,131,131
54,0.21390695526554504,0.47696351641458273,0.07646360482854567,0.043477178896685786,270,270
55,6.703682696307389e-05,0.09912939245258644,0.1062699968953479,0.029813292552356385,270,270
