,R2,Pearson_r,RMSE,MAE,n_imputed,n_scored,missingness_prop
mean,0.2893515226082399,,0.11261775053673309,0.072293796389969,2.8358771028787264,2.8358771028787264,0.2
mice,0.6274307029321292,0.04141861638659985,0.11444645489433732,0.07182977139787525,2.8358771028787264,2.8358771028787264,0.2
softimpute,0.05635412445262607,0.035372960066709654,0.119818442023846,0.04829156288348938,2.8358771028787264,2.8358771028787264,0.2
missforest,0.47408230344811836,0.039317724355655406,0.11996555282831244,0.07628617570313846,2.8358771028787264,2.8358771028787264,0.2
median,0.06695637577547597,,0.1213943101929597,0.04557176539191453,2.8358771028787264,2.8358771028787264,0.2
factorization,0.4121351973579161,0.04002119215469335,0.12168521971579692,0.04588370069329571,2.8358771028787264,2.8358771028787264,0.2
knn,0.07816704286198231,0.038644519027034266,0.12466459504746324,0.0721397206862227,2.8358771028787264,2.8358771028787264,0.2
sudoku,0.16283763539863602,0.041676429775787886,0.13512279550085685,0.08579187173147651,2.8358771028787264,2.8358771028787264,0.2
