column,R2,Pearson_r,RMSE,MAE,n_imputed,n_scored
0,0.8851058575685136,0.9419147767153516,0.09342821336000559,0.0699066664966707,180,180
1,-0.0026912290555185514,0.01150415895131323,0.17556022722098275,0.14184704821440564,180,180
10,0.7040545767624768,0.8432934765345057,0.1504980074191092,0.11592675504041144,180,180
11,-0.08755006689009859,0.3829837814027518,0.1075433799622509,0.06691940262806186,180,180
12,-0.00736749926205138,0.05036951849926249,0.20299145395510318,0.14664815731039765,180,180
13,0.5674928590988995,0.8181206237637773,0.07849940530048823,0.0587013779099053,180,180
14,0.8329104147565272,0.9150733312463972,0.05821162278277408,0.045207435109069355,180,180
15,0.8440472068364702,0.9223214747587866,0.06576468753456265,0.04667539642089324,180,180
16,0.4137780783624204,0.761719537719765,0.09119658348606557,0.06131999093609162,102,102
17,-1.0191300158296928,-0.01976321076150662,0.013113491280079784,0.008246012739900586,180,180
18,0.870348652227751,0.9392559700240377,0.07643490029390516,0.04973185934766526,180,180
19,0.36708928450342715,0.6115242270976398,0.10164318673638992,0.07132449839502614,180,180
2,0.8344506308717508,0.9191820303623658,0.10992329132755121,0.07793062634364273,180,180
20,-0.02137060815903813,-0.022849345761176792,0.11127514446405977,0.07840929443833282,180,180
21,0.17885946363632843,0.654079004390294,0.1569919311031642,0.10798093349208382,180,180
22,-0.0058638724973236744,0.0006332221202904262,0.1235366050424269,0.0796820343273618,180,180
23,0.7483381697498332,0.880625816972608,0.07819336247338056,0.05488583854875626,180,180
24,0.7696003254129853,0.8789334810375085,0.0809514619326042,0.06138252499886665,180,180
25,0.7394348965409722,0.8837816694658317,0.07346576170852863,0.05552957158732765,180,180
26,0.6186104019885109,0.80401381588514,0.07686530784240359,0.058155855132806994,180,180
27,0.8901544958166253,0.9496417236580632,0.06965632918821345,0.048861976259589816,180,180
28,0.7541190972754566,0.9019209808617589,0.07548672452893508,0.05527838281165984,162,162
29,0.831601630442347,0.918438378620852,0.09113271017429916,0.0674895518670482,180,180
3,0.5185977256438954,0.8034321917125731,0.10297802287230326,0.07554759542700036,180,180
30,-0.004151678858913099,0.06547741620671386,0.19268059342817156,0.13642073976861174,180,180
31,0.9155111414071881,0.9591709220374859,0.07233729155477214,0.05507596185774667,180,180
32,-0.8493810508679354,0.7404371854351076,0.10787486046023412,0.08251204006300455,131,131
33,0.42205905987593706,0.6885212695527629,0.12576339781027815,0.09796319126751837,180,180
34,0.9208352522449742,0.9598711163122686,0.06563754130183878,0.047469850255644375,180,180
35,0.8310843764273534,0.9157105309193596,0.07104519078233429,0.04898207850870728,180,180
36,-0.06889234218293083,-0.08410243638078012,0.07570227958115813,0.04594865744364601,180,180
37,0.4817599594344807,0.7700964450646807,0.10896017795051428,0.0386317681684555,180,180
38,-0.04522505177376335,0.0019284870700656534,0.09125048996517808,0.06602784366707753,85,85
39,0.8132036296145417,0.9063826465617131,0.07359022917012997,0.056666322748448926,180,180
4,0.7801628820603524,0.8876282675454725,0.09115470295671664,0.06997427677741729,180,180
40,0.4580803931138916,0.7662872411609734,0.07620317822164048,0.05511669779440271,180,180
41,-0.026449347928586553,-0.24026710136518264,0.07066702347623596,0.04724517334502465,180,180
42,0.5472177575916306,0.7620219526940378,0.135061162176233,0.09889276344680797,180,180
43,-60.687228583471125,0.09668212722627217,0.04633200503376096,0.03305338755395166,180,180
44,0.9624631490946313,0.9811186248126031,0.04925295725067659,0.03224013158119073,180,180
45,-0.1274431580243245,0.376172288791356,0.16790689721617452,0.11736385258173894,180,180
46,0.8792851644244865,0.9391138065207827,0.06669100770086712,0.05015783476855431,180,180
47,0.006815484839058472,0.14443754142957957,0.10410288929523726,0.057082668569064826,180,180
48,0.7302392402208255,0.856558204604355,0.08090986118839398,0.0582899270797633,180,180
49,0.9260663665825188,0.9653959764189589,0.05409382545696816,0.040655333171272,180,180
5,0.9150411203309594,0.9569951377041206,0.06577604437111119,0.05148601241899045,180,180
50,0.9797839169024396,0.9903042320246789,0.03209860391693406,0.022555342534602313,137,137
51,-2.090007304335474,0.21769534703261773,0.07832836222930634,0.060958394388101654,180,180
52,0.0014212666827519982,0.0595917110392631,0.1418192922341209,0.12056874803282618,180,180
53,0.8699004732767157,0.9438261890506816,0.05728247964836389,0.04286686812056224,131,131
54,0.11262308538383514,0.5282277226197392,0.08193000280690647,0.05929520110887938,180,180
55,0.12633107411132294,0.4659050133078334,0.09077391594650035,0.05271944075034615,180,180
56,-0.009673915720033621,-0.0650558042543764,0.11832284343666544,0.07528070118552156,180,180
57,-1.0652646782115642,0.5154312305924418,0.15601208283068088,0.1195897866252517,85,85
58,-0.05365359867451325,-0.06577200728472939,0.0785185731498322,0.03912421745916624,180,180
59,0.5003816096300202,0.7242049690582761,0.1436035814849703,0.10261602198580708,180,180
6,0.8395144447789242,0.9180491807309322,0.1358316595240964,0.1007034310932456,180,180
60,0.6645128782587142,0.9208524282364403,0.11432721962105646,0.08833013375011242,131,131
61,0.48262981986258513,0.7692680846380155,0.11375189453095991,0.08615121313971444,180,180
62,0.9651765301363512,0.983957772252819,0.042784687815024806,0.028237673026517838,180,180
63,0.8254808698736017,0.9103092530864778,0.0861638927407312,0.06478769042269748,180,180
64,-0.013058223144390091,0.0446917115476744,0.07753709292314144,0.06320465263742278,180,180
65,0.811925233846992,0.9133448328853384,0.07875611550511324,0.04220701767992242,180,180
66,-0.012571585275509278,0.058862599260129565,0.07351599095095117,0.05666152267054441,180,180
67,0.8336991771922473,0.9174832096869829,0.0716751638096973,0.05127846611116067,180,180
68,0.9346688029652801,0.9686556897928063,0.051496074653820875,0.03509698913189221,180,180
69,-0.01898650370260735,0.027409226940390274,0.08964574603930431,0.06298932208064457,180,180
7,0.0011158844348542196,0.07327168347388516,0.09500710974311594,0.0727843088417554,180,180
